round,weight_category,fighter_a_country,fighter_a,score,method,fighter_b,fighter_b_country,winner,event_name,start_date,end_date
R32,Men -63kg,USA,MINER Nathen,0:2,PTF,RAMIREZ Mauricio,ECU,RAMIREZ Mauricio,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -63kg,JOR,ALTARYREH Mahmoud,2:1,PTF,BATRADZ Khubaev,AIN,ALTARYREH Mahmoud,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -63kg,MEX,VALDES VAZQUEZ David,2:0,PTF,STEVEN Omara,UGA,VALDES VAZQUEZ David,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R64,Men -63kg,GRE,PETRAKIS Nikolaos,0:2,PTF,TLEULES Tamirlan,KAZ,TLEULES Tamirlan,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R64,Men -63kg,TRT,NSHIMIYIMANA Eric,0:2,PTF,BATRADZ Khubaev,AIN,BATRADZ Khubaev,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R64,Men -63kg,CIV,BAMOUNI Mohali Aime Wilfried,2:0,PTF,ABDELRAHMAN Yousif,SUD,BAMOUNI Mohali Aime Wilfried,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
F,Men -68kg,KOR,MUN Jinho,0:2,PTF,ERER Berkay,TUR,ERER Berkay,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
SF,Men -68kg,IRI,REZAEI Matin,1:2,PTF,ERER Berkay,TUR,ERER Berkay,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
SF,Men -68kg,KOR,MUN Jinho,2:0,PTF,MUHAMMAD FATHY Omar,EGY,MUN Jinho,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Men -68kg,BRA,FERREIRA João Vitor,1:2,PTF,MUN Jinho,KOR,MUN Jinho,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Men -68kg,ESP,SALANOVA LISTE Adrian,1:2,PTF,MUHAMMAD FATHY Omar,EGY,MUHAMMAD FATHY Omar,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Men -68kg,POL,CHRZANOWSKI Mateusz,0:2,PTF,ERER Berkay,TUR,ERER Berkay,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Men -68kg,AIN,LUKICHEV Pavel,0:2,PTF,REZAEI Matin,IRI,REZAEI Matin,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -68kg,POL,CHRZANOWSKI Mateusz,2:0,PTF,YERMENTAYEV Arslan,KAZ,CHRZANOWSKI Mateusz,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -68kg,ESP,SALANOVA LISTE Adrian,2:0,PTF,KAMAGIANNIS Ioannis aris,GRE,SALANOVA LISTE Adrian,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -68kg,JOR,AL Hamzeh,1:2,PTF,MUHAMMAD FATHY Omar,EGY,MUHAMMAD FATHY Omar,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -68kg,IRI,REZAEI Matin,2:0,PTF,FINDZIUKEVICH Ivan,AIN,REZAEI Matin,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -68kg,KOR,MUN Jinho,2:0,PTF,DJONKO Muhamed,BIH,MUN Jinho,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -68kg,USA,RODRIGUEZ Maikol,0:2,PTF,FERREIRA João Vitor,BRA,FERREIRA João Vitor,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -68kg,SRB,KRAJISNIK Zarko,0:2,PTF,LUKICHEV Pavel,AIN,LUKICHEV Pavel,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -68kg,CAN,ALZGHOOL Muhammad Almutaz,0:2,PTF,ERER Berkay,TUR,ERER Berkay,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -68kg,CAN,ALZGHOOL Muhammad Almutaz,2:0,PTF,GOMEZ Leonardo,MEX,ALZGHOOL Muhammad Almutaz,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -68kg,MAR,KHOMANI Reda,0:1,PTF,REZAEI Matin,IRI,REZAEI Matin,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -68kg,GRE,KAMAGIANNIS Ioannis aris,2:0,PTF,ZIAD Diaa,PLE,KAMAGIANNIS Ioannis aris,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -68kg,SRB,KRAJISNIK Zarko,2:0,PTF,ELVIS Juma,KEN,KRAJISNIK Zarko,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -68kg,AIN,FINDZIUKEVICH Ivan,2:0,PTF,STAMENOV Stefan,BUL,FINDZIUKEVICH Ivan,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -68kg,BRA,FERREIRA João Vitor,2:0,PTF,AVIDAN Ben,ISR,FERREIRA João Vitor,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -68kg,KOR,MUN Jinho,2:0,PTF,KOUADIO Yao bernard,CIV,MUN Jinho,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -68kg,KAZ,YERMENTAYEV Arslan,2:1,PTF,NIKOLOVSKI Xavier,AUS,YERMENTAYEV Arslan,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -68kg,BUR,KANE Dieudonne,0:2,PTF,MUHAMMAD FATHY Omar,EGY,MUHAMMAD FATHY Omar,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -68kg,TUN,ROUAHI Ahmed,0:2,PTF,DJONKO Muhamed,BIH,DJONKO Muhamed,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -68kg,ESP,SALANOVA LISTE Adrian,2:0,PTF,HOUSSEIN Kalid,DJI,SALANOVA LISTE Adrian,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -68kg,JOR,AL Hamzeh,2:0,PTF,ALMADAWI Mohammed ali a,KSA,AL Hamzeh,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -68kg,POL,CHRZANOWSKI Mateusz,2:0,PTF,SAHIL Sahil,IND,CHRZANOWSKI Mateusz,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -68kg,AIN,LUKICHEV Pavel,2:0,PTF,MYLLYNEN Niko,FIN,LUKICHEV Pavel,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
F,Men -74kg,IRI,ZEINALI Radin,2:1,PTF,KORPE Omer Furkan,TUR,ZEINALI Radin,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
SF,Men -74kg,USA,RODRIGUES Victor,1:2,PTF,ZEINALI Radin,IRI,ZEINALI Radin,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
SF,Men -74kg,TUR,KORPE Omer Furkan,2:0,PTF,HUSIC Benjamin,BIH,KORPE Omer Furkan,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Men -74kg,USA,RODRIGUES Victor,2:0,PTF,LALOAN Sean Jaylen,HAI,RODRIGUES Victor,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Men -74kg,ESP,MILAN CANOVAS Juan Antonio,0:2,PTF,ZEINALI Radin,IRI,ZEINALI Radin,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Men -74kg,TUR,KORPE Omer Furkan,2:0,PTF,HAMDI Mohamed Aziz,TUN,KORPE Omer Furkan,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Men -74kg,CIV,ABONGNI Yao Ariel Ephraim,0:2,PTF,HUSIC Benjamin,BIH,HUSIC Benjamin,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -74kg,KOS,SAHITI Mal,0:2,PTF,MILAN CANOVAS Juan Antonio,ESP,MILAN CANOVAS Juan Antonio,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -74kg,HAI,LALOAN Sean Jaylen,2:0,PTF,KORSAK Mykhailo,UKR,LALOAN Sean Jaylen,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -74kg,GRE,BARKOF Alexandros,0:2,PTF,HUSIC Benjamin,BIH,HUSIC Benjamin,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -74kg,TUR,KORPE Omer Furkan,2:1,PTF,AKHTAEV Muslim,AIN,KORPE Omer Furkan,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -74kg,TUN,HAMDI Mohamed Aziz,2:0,PTF,HOLLAND Edward,SLE,HAMDI Mohamed Aziz,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -74kg,AIN,BABAKHIN Artsiom,1:2,PTF,ABONGNI Yao Ariel Ephraim,CIV,ABONGNI Yao Ariel Ephraim,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -74kg,IRI,ZEINALI Radin,2:0,PTF,BEKASSYL Yergesh,KAZ,ZEINALI Radin,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -74kg,USA,RODRIGUES Victor,2:0,PTF,SINGH Rahul,IND,RODRIGUES Victor,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -74kg,HAI,LALOAN Sean Jaylen,2:0,PTF,ADJITCHE Olushegun Idohou Saintio,BEN,LALOAN Sean Jaylen,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -74kg,IND,SINGH Rahul,2:0,PTF,RIBEIRO Humberto Vinicius,BRA,SINGH Rahul,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -74kg,GEO,GOGOBERIDZE Nika,0:2,PTF,ZEINALI Radin,IRI,ZEINALI Radin,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -74kg,MAR,BASSIDI Mohammed,0:2,PTF,MILAN CANOVAS Juan Antonio,ESP,MILAN CANOVAS Juan Antonio,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -74kg,MEX,RUIZ Angel Cristobal,1:2,PTF,ABONGNI Yao Ariel Ephraim,CIV,ABONGNI Yao Ariel Ephraim,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -74kg,KEN,MBAGAYA Philip Pendo Litswa,0:2,PTF,AKHTAEV Muslim,AIN,AKHTAEV Muslim,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -74kg,GRE,BARKOF Alexandros,2:0,PTF,ORCHARD Lachlan,AUS,BARKOF Alexandros,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -74kg,SRB,BURUSIC Marko,0:2,PTF,HAMDI Mohamed Aziz,TUN,HAMDI Mohamed Aziz,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
F,Men -80kg,ESP,FERNANDEZ GARCIA Mikel,1:2,PTF,GHOLAMI Amirreza,IRI,GHOLAMI Amirreza,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
SF,Men -80kg,ESP,FERNANDEZ GARCIA Mikel,2:1,PTF,YOUNG Isaiah,USA,FERNANDEZ GARCIA Mikel,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
SF,Men -80kg,IRI,GHOLAMI Amirreza,2:0,PTF,TURAVINAU Raman,AIN,GHOLAMI Amirreza,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Men -80kg,GBR,KNIGHT-MITCHELL Dantrell,0:2,PTF,YOUNG Isaiah,USA,YOUNG Isaiah,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Men -80kg,ESP,FERNANDEZ GARCIA Mikel,2:0,PTF,GASHI Jon,KOS,FERNANDEZ GARCIA Mikel,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Men -80kg,IRI,GHOLAMI Amirreza,2:0,PTF,ALADARBI Mohammad,JOR,GHOLAMI Amirreza,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Men -80kg,KOR,PARK Jae Won,0:2,PTF,TURAVINAU Raman,AIN,TURAVINAU Raman,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -80kg,KAZ,KUSSETOV Batyrkhan,0:2,PTF,YOUNG Isaiah,USA,YOUNG Isaiah,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -80kg,GRE,PAPPA Rafael,1:2,PTF,TURAVINAU Raman,AIN,TURAVINAU Raman,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -80kg,CAN,HILAL Yassine,0:2,PTF,GASHI Jon,KOS,GASHI Jon,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -80kg,BRA,MEIRELLES Arthur,0:2,PTF,ALADARBI Mohammad,JOR,ALADARBI Mohammad,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -80kg,GBR,KNIGHT-MITCHELL Dantrell,2:0,PTF,LARA Clemente,MEX,KNIGHT-MITCHELL Dantrell,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -80kg,ESP,FERNANDEZ GARCIA Mikel,2:0,PTF,ZAGORULKO Andrei,AIN,FERNANDEZ GARCIA Mikel,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -80kg,KOR,PARK Jae Won,2:0,PTF,FARAJ Yusuf,LBN,PARK Jae Won,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -80kg,MAR,ZARHOUTI Haitam,1:2,PTF,GHOLAMI Amirreza,IRI,GHOLAMI Amirreza,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -80kg,IND,BHARGAVA Sharad,0:2,PTF,PAPPA Rafael,GRE,PAPPA Rafael,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -80kg,AIN,ZAGORULKO Andrei,2:0,PTF,MUSKEVITS Aleksandr,EST,ZAGORULKO Andrei,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -80kg,KAZ,KUSSETOV Batyrkhan,2:0,PTF,DAVID Onyango,KEN,KUSSETOV Batyrkhan,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men -80kg,TUR,SULU Idris atay,0:2,PTF,GHOLAMI Amirreza,IRI,GHOLAMI Amirreza,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
F,Men -87kg,IRI,ALIZADEH Mohammad,0:2,PTF,TOLEUGALI Batyrkhan,KAZ,TOLEUGALI Batyrkhan,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
SF,Men -87kg,KAZ,TOLEUGALI Batyrkhan,2:0,PTF,BUDIN Vladislav,AIN,TOLEUGALI Batyrkhan,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
SF,Men -87kg,IRI,ALIZADEH Mohammad,2:1,PTF,RODRIGUES FERNANDES Henrique Marques,BRA,ALIZADEH Mohammad,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Men -87kg,AUS,STEWART Jobe,0:2,PTF,TOLEUGALI Batyrkhan,KAZ,TOLEUGALI Batyrkhan,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Men -87kg,AIN,BUDIN Vladislav,2:1,PTF,MEHNANA Nahil,FRA,BUDIN Vladislav,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Men -87kg,BRA,RODRIGUES FERNANDES Henrique Marques,2:0,PTF,YURKOU Daniil,AIN,RODRIGUES FERNANDES Henrique Marques,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Men -87kg,ESP,TROITINO AMOEDO Sergio,1:2,PTF,ALIZADEH Mohammad,IRI,ALIZADEH Mohammad,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -87kg,IND,KUMAR Abhishek,0:2,PTF,YURKOU Daniil,AIN,YURKOU Daniil,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -87kg,AIN,BUDIN Vladislav,2:1,PTF,GONZALEZ BAUTISTA Julio octavio,MEX,BUDIN Vladislav,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -87kg,IRI,ALIZADEH Mohammad,2:0,PTF,RADAKOVIĆ Ognjen,SRB,ALIZADEH Mohammad,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -87kg,AUS,STEWART Jobe,2:1,PTF,DOMINGUEZ Diego,USA,STEWART Jobe,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -87kg,GRE,DOMPAS Fotios,0:2,PTF,TOLEUGALI Batyrkhan,KAZ,TOLEUGALI Batyrkhan,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -87kg,TUR,SENOL Yusuf,0:2,PTF,RODRIGUES FERNANDES Henrique Marques,BRA,RODRIGUES FERNANDES Henrique Marques,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men -87kg,KEN,FRANK Odegi,0:2,PTF,MEHNANA Nahil,FRA,MEHNANA Nahil,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
F,Men +87kg,KAZ,KABLAN Beibarys,2:0,PTF,YANG Junyoung,KOR,KABLAN Beibarys,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
SF,Men +87kg,TUN,IFAOUI Motaz,0:2,PTF,YANG Junyoung,KOR,YANG Junyoung,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
SF,Men +87kg,KAZ,KABLAN Beibarys,2:1,PTF,ASHRAFI Amirmohammad,IRI,KABLAN Beibarys,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Men +87kg,KAZ,KABLAN Beibarys,2:0,PTF,SIMSEK Rahmet Baran,TUR,KABLAN Beibarys,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Men +87kg,KOR,YANG Junyoung,2:0,PTF,STILLEY Aiden,AUS,YANG Junyoung,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Men +87kg,AIN,LISITSIN Kirill,0:2,PTF,ASHRAFI Amirmohammad,IRI,ASHRAFI Amirmohammad,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Men +87kg,TUN,IFAOUI Motaz,2:0,PTF,OUKACHA Abderrahmane,MAR,IFAOUI Motaz,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men +87kg,KAZ,KABLAN Beibarys,2:0,PTF,KATKAR Shrinidhi deepak,IND,KABLAN Beibarys,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men +87kg,CAN,LEBEL Aubert,1:2,PTF,YANG Junyoung,KOR,YANG Junyoung,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men +87kg,TUR,SIMSEK Rahmet Baran,2:0,PTF,TARCHYLA Aliaksei,AIN,SIMSEK Rahmet Baran,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men +87kg,USA,CECIL Chaney,1:2,PTF,STILLEY Aiden,AUS,STILLEY Aiden,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men +87kg,MAR,OUKACHA Abderrahmane,2:0,PTF,NIEVES Victor Manuel,PUR,OUKACHA Abderrahmane,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men +87kg,ISR,RUDERMAN Ilia,0:2,PTF,LISITSIN Kirill,AIN,LISITSIN Kirill,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men +87kg,LBN,RAAD Charbel,0:2,PTF,ASHRAFI Amirmohammad,IRI,ASHRAFI Amirmohammad,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Men +87kg,TRT,ABBASIPOUYA Abolfazl,1:2,PTF,IFAOUI Motaz,TUN,IFAOUI Motaz,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men +87kg,IND,KATKAR Shrinidhi deepak,2:0,PTF,FESTO Wafula,KEN,KATKAR Shrinidhi deepak,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men +87kg,TUN,IFAOUI Motaz,2:0,PTF,RUIZ Orlando Daniel,MEX,IFAOUI Motaz,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Men +87kg,BRA,PACHECO Guilherme,0:2,PTF,CECIL Chaney,USA,CECIL Chaney,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
F,Women -46kg,KOR,LEE Yumin,1:2,PTF,ANGELOVA Alisa,AIN,ANGELOVA Alisa,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
SF,Women -46kg,AIN,ANGELOVA Alisa,2:0,PTF,PAPADOPOULOU Vasiliki,GRE,ANGELOVA Alisa,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
SF,Women -46kg,BRA,SILVA NAZARIO Julia,0:2,PTF,LEE Yumin,KOR,LEE Yumin,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Women -46kg,BRA,SILVA NAZARIO Julia,2:0,PTF,. Vaishnave,IND,SILVA NAZARIO Julia,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Women -46kg,GRE,PAPADOPOULOU Vasiliki,2:0,PTF,BRAJOVIC Iva,SRB,PAPADOPOULOU Vasiliki,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Women -46kg,IRI,KARIMI RAHJERDI Sayna,0:2,PTF,ANGELOVA Alisa,AIN,ANGELOVA Alisa,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Women -46kg,KOR,LEE Yumin,2:0,PTF,SILUE Mariam Rahmat,CIV,LEE Yumin,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Women -46kg,CIV,SILUE Mariam Rahmat,2:0,PTF,ALKHAWAHR Rahmah abdulmanam a,KSA,SILUE Mariam Rahmat,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Women -46kg,KOR,LEE Yumin,2:0,PTF,BENSAID Fatima,MAR,LEE Yumin,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Women -46kg,GBR,CHOI Etta,0:2,PTF,KARIMI RAHJERDI Sayna,IRI,KARIMI RAHJERDI Sayna,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Women -46kg,AZE,GULIYEVA Salima,0:2,PTF,PAPADOPOULOU Vasiliki,GRE,PAPADOPOULOU Vasiliki,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Women -46kg,BRA,SILVA NAZARIO Julia,2:1,PTF,ALERS Alannis Michelle,PUR,SILVA NAZARIO Julia,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Women -46kg,USA,TORRES Ayleen,1:2,PTF,. Vaishnave,IND,. Vaishnave,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Women -46kg,POL,KRAJEWSKA Nikola,0:2,PTF,ANGELOVA Alisa,AIN,ANGELOVA Alisa,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R16,Women -46kg,EGY,ALI RABIA ABD ELAZIZ Hanin,0:2,PTF,BRAJOVIC Iva,SRB,BRAJOVIC Iva,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Women -46kg,IRI,KARIMI RAHJERDI Sayna,2:0,PTF,IRATUZI Kevine,RWA,KARIMI RAHJERDI Sayna,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Women -46kg,MEX,GONZALEZ Adriana Monserrat,0:2,PTF,ALI RABIA ABD ELAZIZ Hanin,EGY,ALI RABIA ABD ELAZIZ Hanin,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Women -46kg,CIV,SILUE Mariam Rahmat,2:0,PTF,MOHAMMED Shahd Saad Mohammed,IRQ,SILUE Mariam Rahmat,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Women -46kg,PUR,ALERS Alannis Michelle,2:0,PTF,ZHELEU Akbota,KAZ,ALERS Alannis Michelle,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
R32,Women -46kg,KEN,KATUKU Bridgit Lucy,0:2,PTF,BENSAID Fatima,MAR,BENSAID Fatima,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
F,Women -49kg,KOR,KIM Hyang-Gi,0:2,PTF,BEKULOVA Milana,AIN,BEKULOVA Milana,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
SF,Women -49kg,MAR,ELAASAL Nezha,0:2,PTF,BEKULOVA Milana,AIN,BEKULOVA Milana,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
SF,Women -49kg,KOR,KIM Hyang-Gi,2:1,PTF,BOKAN Andrea,SRB,KIM Hyang-Gi,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Women -49kg,KOR,KIM Hyang-Gi,2:0,PTF,DIAZ ARRIBAS Violeta,ESP,KIM Hyang-Gi,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Women -49kg,FRA,FOFANA Mah Teninba,1:2,PTF,ELAASAL Nezha,MAR,ELAASAL Nezha,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
QF,Women -49kg,POL,KRAJEWSKA Alicja,0:2,PTF,BOKAN Andrea,SRB,BOKAN Andrea,Nairobi 2025 World Taekwondo Under 21 Championships,2025-12-03,2025-12-06
